sampletype;samplename;compiler;function;LOC;ABC;A;B;C;Cyclomatic_Complexity;Halstead_Volume;Halstead_Level;Halstead_Difficulty;Halstead_Effort;Halstead_Time;MIwoc;Single_MI;Myers_Interval;Information_Flow
compiled;fahrenheit2celcius_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;fahrenheit2kelvin-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;131;40.03748244;17;33;15;44;38102.30051538019;0.029378241893906008;173.5;1296956.456856046;72053.13649200257;27.05204767472152;-15.75530891;15;0
compiled;fahrenheit2kelvin_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;fastmoduloexponentiation-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;187;62.24949798994366;35;45;25;57;50705.10255232112;0.024967638;194.5;2030832.9437778748;112824.05243210416;16.810374908777035;-20.23956584;25;0
compiled;fastmoduloexponentiation_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;83;26.795522013948524;15;18;13;35;11746.072121768833;0.053236164;73;220640.8413486682;12257.824519370457;42.63415643757604;1.9570849376101478;13;0
compiled;fnvhash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;159;52.92447448959697;24;40;25;51;47271.944567007704;0.026926934922711008;189.00000000000003;1755563.516705241;97531.30648;21.182656170026135;-18.78300455;25;0
compiled;fnvhash_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;224;71.23903424387504;33;55;31;78;81410.13635676558;0.021341902;250.5;3814567.945946085;211920.44144144916;6.5936075985203075;-26.54337965;31;0
compiled;fnvhash_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;fnvhash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;gcd-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;151;50.33885179461288;19;38;27;48;41605.46636593016;0.028886743104024563;170.5;1440296.201482596;80016.45564;23.37293507224993;-16.80359346;27;0
compiled;gcd_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;grosssalary-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;163;51.67204273105525;34;35;17;47;47913.798856206224;0.026027482;195;1840892.6210090595;102271.81227828108;21.630020892066995;-19.25761132;17;0
compiled;grosssalary_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;heapsort-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;268;85.24670082;39;61;45;78;104406.68036620287;0.018486727337417158;291.5;5647656.205481195;313758.6780822886;2.3945564247833317;-30.46751186;45;0
compiled;heapsort_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;85;26.795522013948524;15;18;13;35;12590.325387690846;0.051471733216856344;77;244606.5947429117;13589.255263495093;41.88749299234874;0.9259353679172619;13;0
compiled;hex2decimal-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;214;72.59476565152615;38;51;35;65;69973.20787752648;0.022460833;229.5;3115343.3735908046;173074.6318661558;11.11067650021755;-24.51849936;35;0
compiled;hex2decimal_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;78;25.729360660537214;13;18;13;31;11748.844710491072;0.054189096;74;216811.9705106271;12045.109472812617;44.55946400804858;2.132142384442247;13;0
compiled;insertionsort-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;208;67.05967491719595;29;50;34;65;74083.57065824696;0.023030319;230;3216784.3978153653;178710.24432307587;11.274547954256846;-24.83892784;34;0
compiled;insertionsort_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;274;90.22749026765624;29;72;46;102;115456.13957150896;0.018075129437822357;306;6387569.171699321;354864.9539832956;-4.007234486;-31.69864343;46;0
compiled;insertionsort_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;insertionsort_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;79;25.729360660537214;13;18;13;31;12168.8919;0.053254304064193354;76;228505.32207203153;12694.740115112863;44.170426512856665;1.6068521961116033;13;0
compiled;interestrate-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;153;50.566787519082126;30;36;19;48;46853.97681713006;0.028274535;181.5;1657108.6671178548;92061.59262;22.541991599317072;-18.20584875;19;0
compiled;interestrate_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;jshash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;168;57.532599454570104;30;41;27;51;50213.661201304116;0.02624186;192.5;1913494.7102156512;106305.2616786473;19.97676303212974;-19.64441819;27;0
compiled;jshash_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;240;73.93240155709809;37;56;31;79;87985.33051155721;0.020056209413970724;267;4386937.167213089;243718.73151183827;4.842037461531987;-27.94141858;31;0
compiled;jshash_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;jshash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;kelvin2celcius-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;129;41.24318125460256;16;34;17;44;35056.6118;0.032488766;153.5;1079037.950774571;59946.55282;27.734497577197487;-13.91580416;17;0
compiled;kelvin2celcius_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;kelvin2fahrenheit-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;131;42.16633728461603;20;33;17;43;37225.46933197186;0.030070234743655402;168;1237950.7393046261;68775.04107247923;27.40311134379884;-15.28967941;17;0
compiled;kelvin2fahrenheit_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;lastdigitfibonacci-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;172;59.42221806698232;35;41;25;51;53072.89332111389;0.026055126;195.5;2036946.3610601444;113163.68672556357;19.307597190492856;-20.26962363;25;0
compiled;lastdigitfibonacci_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;lcm-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;166;56.789083458002736;28;40;29;50;44589.46497824072;0.027168906827537993;178.5;1641194.6664355856;91177.48146864364;21.018482754574464;-18.1093499;29;0
compiled;lcm_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;linearsearch-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;211;66.97014260101288;32;50;31;67;66184.46538858581;0.022884113510611367;221.5;2892157.712724859;160675.4284847144;11.168852764251596;-23.77513395;31;0
compiled;linearsearch_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;78;25.729360660537214;13;18;13;31;11748.844710491072;0.054189096;74;216811.9705106271;12045.109472812617;44.55946400804858;2.132142384442247;13;0
compiled;magicnumber-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;243;84.24962907930218;52;55;37;70;77845.97355432632;0.019626625129562637;260.5;3966345.362;220352.52011103445;7.347469849992436;-26.93355665;37;0
compiled;magicnumber_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;83;26.795522013948524;15;18;13;35;11746.072121768833;0.053236164;73;220640.8413486682;12257.824519370457;42.63415643757604;1.9570849376101478;13;0
compiled;md5hash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;626;144.40914098491135;98;93;51;125;468959.81536271994;0.008106006;792.5;57853377.695393674;3214076.538632982;-29.9704923;-53.73422397;51;0
compiled;md5hash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;114;32.69556544854363;24;18;13;53;15408.661823847584;0.043543387;85.5;353869.15870804153;19659.397706002306;31.941622686850977;-2.766825156;13;0
compiled;mergesort-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;367;107.74506949276147;50;78;55;104;168971.95394100065;0.013318461927336912;429;12687047.112713216;704835.9507062897;-11.18179968;-38.56092119;55;0
compiled;mergesort_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;455;136.35615130972272;63;100;68;139;250605.9768370871;0.011386368610346153;519.5;22009297.732498802;1222738.763;-24.76333148;-44.06975546;68;0
compiled;mergesort_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;93;26.795522013948524;15;18;13;35;16244.597323602877;0.045590649;93;356314.2396257007;19795.23553476115;39.10520677848558;-2.835683161;13;0
compiled;mergesort_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;87;26.795522013948524;15;18;13;35;13462.304540835255;0.049838816765539085;81;270116.8569905482;15006.492055030456;41.162514704418044;-0.06609948;13;0
compiled;mirror-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;207;71.58212067269312;40;50;32;65;69037.45918377055;0.022765272205055646;228.5;3032577.803679365;168476.54464885363;11.719452029547696;-24.24923576;32;0
compiled;mirror_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;78;25.729360660537214;13;18;13;31;11748.844710491072;0.054189096;74;216811.9705106271;12045.109472812617;44.55946400804858;2.132142384442247;13;0
compiled;naivemodularinverse-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;177;61.99193495931547;27;45;33;55;49920.459943927264;0.026136358142687992;188.5;1910000.6080186502;106111.14488992501;18.241806005873727;-19.62614118;33;0
compiled;naivemodularinverse_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;octal2decimal-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;179;56.542019772908716;34;40;21;53;51056.52817286501;0.025368621;196;2012585.8556350716;111810.32531305954;18.40276873951248;-20.14930949;21;0
compiled;octal2decimal_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;81;26.248809496813376;14;18;13;33;11956.788864659056;0.053246677;74.5;224554.64875895088;12475.25826438616;43.396840284541696;1.7812561914240632;13;0
compiled;octal2hex-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;315;92.88164511893618;69;55;29;77;101809.45788064477;0.015871285135159643;322.5;6414695.282;356371.96012812114;0.13786016760693087;-31.74102054;29;0
compiled;octal2hex_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;88;26.795522013948524;15;18;13;35;13908.691325115862;0.049066922717327426;83;283463.6972292572;15747.983179403178;40.807743771152786;-0.548393418;13;0
compiled;palindromenumber-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;161;53.38539126015655;25;40;25;53;46215.588263834354;0.027542408;182;1677979.2359507512;93221.06866393062;20.63767265921524;-18.33100792;25;0
compiled;palindromenumber_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;pjwhash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;142;49.56813492557492;23;38;22;49;38983.983729052445;0.030913296;159.5;1261074.9623056361;70059.72012809089;24.476889597688725;-15.4747506;22;0
compiled;pjwhash_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;215;67.78642932;29;55;27;80;76285.69925;0.021834154274171305;243;3493870.1216894854;194103.89564941585;7.136011930965438;-25.66520597;27;0
compiled;pjwhash_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;pjwhash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;quicksort-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;396;110.58933040759402;33;79;70;104;197929.5637032535;0.012617493;463;15686917.29;871495.4053;-13.23637606;-40.6833763;70;0
compiled;quicksort_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;480;135.4880068493149;46;100;79;139;286131.15613514546;0.010775369547299905;560;26554184.975200623;1475232.4986222568;-26.31920386;-45.94697919;79;0
compiled;quicksort_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;92;26.795522013948524;15;18;13;35;15763.553180294277;0.046239351;91;340912.0739;18939.55966096589;39.43665492506993;-2.393798752;13;0
compiled;quicksort_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;85;26.795522013948524;15;18;13;35;12590.325387690846;0.051471733216856344;77;244606.5947429117;13589.255263495093;41.88749299234874;0.9259353679172619;13;0
compiled;radixsort-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;341;103.87492478938312;47;65;66;83;171918.52260556098;0.014247086156372471;409;12066925.174637541;670384.7319243079;-5.251331008;-38.05978811;66;0
compiled;radixsort_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;84;26.248809496813376;14;18;13;33;13246.042620500555;0.050652512;80.5;261508.1102056041;14528.228344755784;42.275206452144516;0.2577942382324494;13;0
compiled;reversenumber-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;164;55.614746245937326;32;38;25;48;50624.00433;0.027127755;188.5;1866133.1781511584;103674.06545284213;21.014821958391096;-19.39379029;25;0
compiled;reversenumber_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;reversestring-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;178;56.64803615307419;28;43;24;57;58386.559607286435;0.024550601;214;2378213.092909587;132122.94960608816;16.875933292452842;-21.81859962;24;0
compiled;reversestring_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;78;25.729360660537214;13;18;13;31;11748.844710491072;0.054189096;74;216811.9705106271;12045.109472812617;44.55946400804858;2.132142384442247;13;0
compiled;roots-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;169;59.464274989274024;32;44;24;57;49668.84752;0.026599708;189;1867270.4118678132;103737.2451037674;18.55734815203057;-19.3998825;24;0
compiled;roots_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;78;25.729360660537214;13;18;13;31;11748.844710491072;0.054189096;74;216811.9705106271;12045.109472812617;44.55946400804858;2.132142384442247;13;0
compiled;rshash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;158;52.716221412388805;27;39;23;50;47569.30470746792;0.027228350932975022;187;1747050.521883016;97058.36232683422;21.482257004730556;-18.73439508;23;0
compiled;rshash_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;221;69.89992846920518;31;55;30;79;79619.04404219867;0.021039426484430992;253;3784278.250223034;210237.68056794634;6.697719568;-26.4636574;30;0
compiled;rshash_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;rshash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;russianpeasantmultiplication-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;161;56.302753041036986;29;40;27;51;47487.51334016186;0.027475412544685288;183;1728363.9786274151;96020.22103;20.956494479492235;-18.62685842;27;0
compiled;russianpeasantmultiplication_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;sdbmhash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;156;51.72040216;25;39;23;50;46943.3928;0.027591395612081352;184.5;1701377.975;94520.99863027055;21.75750440142501;-18.46949054;23;0
compiled;sdbmhash_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;228;73.38255923582933;35;56;32;80;81665.90766639219;0.020677338770636353;256.5;3949536.6677633096;219418.7037646283;5.830562894877843;-26.89108831;32;0
compiled;sdbmhash_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;sdbmhash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;selectionsort-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;233;71.56814934033156;24;55;39;71;78966.79254529177;0.020855931;251;3786299.027687443;210349.94598263572;7.723907035373472;-26.4689959;39;0
compiled;selectionsort_file-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;331;102.4792661956554;42;77;53;106;145313.4543741286;0.015555554247827293;356;9341579.995;518976.66639420274;-9.184889582;-35.4998596;53;0
compiled;selectionsort_file_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;89;26.248809496813376;14;18;13;33;15533.428316348374;0.046924379;90.5;331031.0909893899;18390.61616607722;40.51019265003012;-2.099675804;13;0
compiled;selectionsort_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;82;26.248809496813376;14;18;13;33;12379.608644800623;0.052347848;76.5;236487.44235355296;13138.191241864053;43.01735734;1.2634961236642823;13;0
compiled;squarearray-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;206;65.49045732013177;36;47;28;63;69497.70891166235;0.022751280192608733;229;3054672.4546181913;169704.02525656618;12.223350923918389;-24.32182929;28;0
compiled;squarearray_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;79;25.729360660537214;13;18;13;31;12168.8919;0.053254304064193354;76;228505.32207203153;12694.740115112863;44.170426512856665;1.6068521961116033;13;0
compiled;squareroot-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;158;48.31148931672465;23;38;19;49;50249.01170751268;0.027070180638829884;191.49999999999997;1856249.589832242;103124.97721290233;21.427280442241354;-19.34068661;19;0
compiled;squareroot_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;80;26.248809496813376;14;18;13;33;11540.90055632309;0.054182585;72.5;213000.18293465662;11833.343496369813;43.78217513;2.309516965;13;0
compiled;volumecone-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;144;46.79743582719036;26;35;17;46;40257.988246921625;0.029383864534443648;170;1370071.2579766822;76115.06988759345;24.773093156500323;-16.3037331;17;0
compiled;volumecone_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;volumecylinder-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;136;40.86563348;17;34;15;46;38755.24515946766;0.029297387371068895;172.99999999999997;1322822.5666886044;73490.14259381135;25.896879651284394;-15.9527832;15;0
compiled;volumecylinder_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;volumesphere-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;144;47.01063709417264;25;36;17;48;41008.666643468045;0.029699304;168.5;1380795.5623383122;76710.86457435068;24.21702328140691;-16.38170385;17;0
compiled;volumesphere_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;78;25.729360660537214;13;18;13;31;11748.844710491072;0.054189096;74;216811.9705106271;12045.109472812617;44.55946400804858;2.132142384442247;13;0
compiled;xorffhash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;149;55.86591089385369;32;39;24;49;42201.572941211714;0.029163773564807233;171;1447054.6086031052;80391.92270017251;23.284963425030526;-16.85040744;24;0
compiled;xorffhash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O2;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;addprime-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;169;54.15717865620402;24;41;26;53;48948.66759678222;0.027789313;179;1761420.5989952164;97856.69994417869;19.553298193111033;-18.816312;26;0
compiled;addprime_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;adler32hash-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;188;67.57218363;47;41;26;51;59253.686730166926;0.024000869887548498;213.5;2468814.1308122906;137156.3406006828;17.293807144305987;-22.19248484;26;0
compiled;adler32hash_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;anagram-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;246;70.31358332498779;28;56;32;79;99888.74704331317;0.018856113303097208;293.5;5297419.751;294301.09729071835;3.782205074;-29.82730421;32;0
compiled;anagram_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;82;25.729360660537214;13;18;13;31;13470.622307001977;0.050662595000817746;82;265888.9128514745;14771.60626952636;43.03816256166695;0.091661203;13;0
compiled;areacircle-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;143;45.90206967;27;33;17;43;38031.59950296308;0.029680173;165;1281380.658345018;71187.81435250101;25.87181916290301;-15.63448694;17;0
compiled;areacircle_marked-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;77;25.729360660537214;13;18;13;31;11335.728990877344;0.055163265460058994;72;205494.16167331478;11416.342315184154;44.95463482044099;2.6682709783398906;13;0
compiled;areasquare-softwaremetrics;prog_tigress-3_1-flattenOpa_gcc_musl_oslatest_O3;all.csv;129;42.46174749112429;17;35;17;47;33692.49815265782;0.032197801840796056;152.5;1046422.3091766443;58134.57273;27.25088052830897;-13.60887579;17;0
