sampletype;samplename;compiler;function;LOC;ABC;A;B;C;Cyclomatic_Complexity;Halstead_Volume;Halstead_Level;Halstead_Difficulty;Halstead_Effort;Halstead_Time;MIwoc;Single_MI;Myers_Interval;Information_Flow
compiled;kelvin2fahrenheit-softwaremetrics;prog_clang-oslatest-O2;all.csv;89;32.51153641401772;16;24;15;30;18211.749022032003;0.042606367;106.5;427441.95801462454;23746.77544525692;40.37301529001081;-4.655737874;15;0
compiled;kelvin2fahrenheit_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;lastdigitfibonacci-softwaremetrics;prog_clang-oslatest-O2;all.csv;234;107.80074211247342;96;38;31;44;60636.515355384014;0.019508629;247.5;3108189.499566226;172677.19442034588;15.238004649318214;-24.4955096;31;0
compiled;lastdigitfibonacci_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;lcm-softwaremetrics;prog_clang-oslatest-O2;all.csv;113;43.79497688091638;17;30;27;36;21696.89304588741;0.039496344776422616;110;549339.2659170676;30518.84810650376;34.214710708182395;-7.164715003;27;0
compiled;lcm_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;linearsearch-softwaremetrics;prog_clang-oslatest-O2;all.csv;183;67.01492371106603;31;43;41;56;53083.29052882228;0.026364384;188.00000000000003;2013447.0526329742;111858.16959072079;17.152313436280878;-20.15358763;41;0
compiled;linearsearch_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;72;24.779023386727733;11;18;13;27;11332.956402155107;0.056177687;73;201734.12339547038;11207.451299748354;46.96356354207249;2.852941114106187;13;0
compiled;magicnumber-softwaremetrics;prog_clang-oslatest-O2;all.csv;220;77.95511529078769;46;44;45;53;65595.98343229042;0.020935970972236238;240.50000000000003;3133171.3021229845;174065.07234016582;13.758631075656695;-24.57556245;45;0
compiled;magicnumber_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;76;25.729360660537214;13;18;13;31;10929.544743069218;0.056179499716522134;70;194546.85068786558;10808.158371548088;45.35615026;3.2157170939313318;13;0
compiled;md5hash-softwaremetrics;prog_clang-oslatest-O2;all.csv;765;245.9939023634529;170;133;118;171;544730.5062584499;0.006673039;949.4999999999999;81631542.67213072;4535085.704007262;-44.57783014;-57.17726298;118;0
compiled;md5hash_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;99;29.223278392404914;19;18;13;43;14327.352222174068;0.046829681;83;305945.9731643239;16996.998509129106;36.90544462093007;-1.311638071;13;0
compiled;mergesort-softwaremetrics;prog_clang-oslatest-O2;all.csv;424;127.59702190882042;74;74;73;93;223149.03072074655;0.011898556;494;18754295.64288214;1041905.3134934522;-12.43677663;-42.46933385;73;0
compiled;mergesort_file-softwaremetrics;prog_clang-oslatest-O2;all.csv;493;149.96999699939985;79;95;85;127;295609.25068212213;0.010614366;570.5;27849921.386056814;1547217.854780934;-24.16157618;-46.42340702;85;0
compiled;mergesort_file_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;84;25.238858928247925;12;18;13;29;15545.904965598453;0.047639666613294294;91.5;326322.7069112239;18129.03927284577;42.36269466809644;-1.956420692;13;0
compiled;mergesort_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;78;25.238858928247925;12;18;13;29;12813.518779831147;0.052362301;79.5;244708.85534591542;13594.936408106412;44.56838556;0.9217556264243711;13;0
compiled;mirror-softwaremetrics;prog_clang-oslatest-O2;all.csv;225;80.16233529532433;51;48;39;60;72733.31995051618;0.021241515038427805;242;3424111.689723406;190228.42720685588;11.24748810977259;-25.46352635;39;0
compiled;mirror_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;naivemodularinverse-softwaremetrics;prog_clang-oslatest-O2;all.csv;124;46.67976006793523;19;33;27;39;26095.60505372082;0.037509187209576855;119;695712.3572930443;38650.68651628024;31.059923247193908;-9.526915741;27;0
compiled;naivemodularinverse_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;octal2decimal-softwaremetrics;prog_clang-oslatest-O2;all.csv;175;58.728187440104094;42;34;23;43;46069.33421;0.026790102;180.5;1719640.0882204697;95535.56045669277;21.603372630749348;-18.57625576;23;0
compiled;octal2decimal_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;74;25.238858928247925;12;18;13;29;11130.557425431602;0.056180099846419515;71.5;198122.7775646429;11006.820975813494;46.15340795404502;3.0335779378857524;13;0
compiled;octal2hex-softwaremetrics;prog_clang-oslatest-O2;all.csv;277;86.60831369;66;48;29;66;88079.59852811336;0.01814744;279.5;4853555.067281887;269641.94818232703;5.503736090348681;-28.95221998;29;0
compiled;octal2hex_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;82;25.729360660537214;13;18;13;31;13470.622307001977;0.050662595000817746;82;265888.9128514745;14771.60626952636;43.03816256166695;0.091661203;13;0
compiled;palindromenumber-softwaremetrics;prog_clang-oslatest-O2;all.csv;157;56.868268832451726;32;37;29;47;39505.23040883352;0.029214743;163;1352236.1097501502;75124.22831945278;23.241038494167242;-16.17270158;29;0
compiled;palindromenumber_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;pjwhash-softwaremetrics;prog_clang-oslatest-O2;all.csv;187;80.8084154;57;40;41;46;45026.84084917404;0.025069146047033822;186.49999999999997;1796105.8890756117;99783.66050420066;19.957967324835437;-19.01131484;41;0
compiled;pjwhash_file-softwaremetrics;prog_clang-oslatest-O2;all.csv;249;94.05317644821997;61;54;47;72;81231.30438418112;0.01967738;261;4128156.5894641164;229342.03274800646;6.270972013366432;-27.33341519;47;0
compiled;pjwhash_file_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;pjwhash_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;quicksort-softwaremetrics;prog_clang-oslatest-O2;all.csv;269;89.22443611477743;35;60;56;74;108761.7241;0.016939328016200052;327;6420663.440583116;356703.5244768398;3.041718945398671;-31.7503201;56;0
compiled;quicksort_file-softwaremetrics;prog_clang-oslatest-O2;all.csv;339;113.07077429645558;40;81;68;108;164206.56707465104;0.014279680359191149;405.5;11499316.71747534;638850.9287;-10.66738018;-37.57798176;68;0
compiled;quicksort_file_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;86;25.729360660537214;13;18;13;31;15303.303452402472;0.047630009;90;321295.41665357025;17849.74536964279;41.603289021510705;-1.8011628;13;0
compiled;quicksort_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;79;25.729360660537214;13;18;13;31;12168.8919;0.053254304064193354;76;228505.32207203153;12694.740115112863;44.170426512856665;1.6068521961116033;13;0
compiled;radixsort-softwaremetrics;prog_clang-oslatest-O2;all.csv;437;131.2935642;59;74;91;96;221277.5333332347;0.011586805370197396;500.5;19097372.076550636;1060965.1153639243;-13.57221736;-42.65061296;91;0
compiled;radixsort_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;78;25.238858928247925;12;18;13;29;12813.518779831147;0.052362301;79.5;244708.85534591542;13594.936408106412;44.56838556;0.9217556264243711;13;0
compiled;reversenumber-softwaremetrics;prog_clang-oslatest-O2;all.csv;120;44.77722635447622;24;30;23;36;30043.77139419027;0.035998731;133.5;834578.6308149265;46365.479489718135;31.548498419466156;-11.34682243;23;0
compiled;reversenumber_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;reversestring-softwaremetrics;prog_clang-oslatest-O2;all.csv;380;129.6919426949878;90;64;68;77;173820.5184690175;0.012595768139660185;453;13799914.109383322;766661.8949657402;-5.682822717;-39.40172926;68;0
compiled;reversestring_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;roots-softwaremetrics;prog_clang-oslatest-O2;all.csv;203;76.90903718;45;47;41;57;48418.41000365386;0.024099237;192;2009126.2633808362;111618.12574337979;15.720359099261643;-20.13210491;41;0
compiled;roots_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;rshash-softwaremetrics;prog_clang-oslatest-O2;all.csv;177;78.54934754662193;59;40;33;46;49296.627481423304;0.025821007238385377;191.5;1909167.4862372987;106064.8603465166;20.37719739435215;-19.62177834;33;0
compiled;rshash_file-softwaremetrics;prog_clang-oslatest-O2;all.csv;240;91.68424073961675;63;54;39;72;87900.76656;0.019920663;269;4412542.125313064;245141.2291840591;6.457037658961596;-27.99961527;39;0
compiled;rshash_file_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;rshash_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;russianpeasantmultiplication-softwaremetrics;prog_clang-oslatest-O2;all.csv;128;47.77028364998475;27;32;23;39;27023.035981310026;0.035073644;129;770465.5949;42803.644159530835;30.363995902735198;-10.5475028;23;0
compiled;russianpeasantmultiplication_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;sdbmhash-softwaremetrics;prog_clang-oslatest-O2;all.csv;163;71.34423592694787;49;40;33;46;43612.82060083176;0.027416653;178.5;1590741.9488052507;88374.55271140282;22.349093276659588;-17.797111;33;0
compiled;sdbmhash_file-softwaremetrics;prog_clang-oslatest-O2;all.csv;225;85.12343978012167;53;54;39;72;79115.12604;0.021104972;250.99999999999997;3748648.7687967406;208258.26493315224;8.050144800327544;-26.36906005;39;0
compiled;sdbmhash_file_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;sdbmhash_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;selectionsort-softwaremetrics;prog_clang-oslatest-O2;all.csv;209;71.09149034870488;23;50;45;60;72694.50370840482;0.022969034;229.5;3164891.7054836284;175827.31697131268;12.44527561499298;-24.67629397;45;0
compiled;selectionsort_file-softwaremetrics;prog_clang-oslatest-O2;all.csv;287;99.58915603618699;31;74;59;99;121005.4758990719;0.017667683;313.5;6848972.614121261;380498.4785622923;-4.312285506;-32.39609216;59;0
compiled;selectionsort_file_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;83;25.238858928247925;12;18;13;29;15073.17858845657;0.048357184;89.5;311705.0508899271;17316.947271662615;42.71728676061976;-1.4981267;13;0
compiled;selectionsort_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;76;25.238858928247925;12;18;13;29;11958.175159020177;0.054192706;75.5;220660.23389834736;12258.90188324152;45.348433613993876;1.956206056919413;13;0
compiled;squarearray-softwaremetrics;prog_clang-oslatest-O2;all.csv;219;75.13986958;41;46;43;57;77257.49159803095;0.021909071;241;3526278.701158103;195904.3722865613;12.061562299872278;-25.75753681;43;0
compiled;squarearray_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;73;24.779023386727733;11;18;13;27;11747.458416129952;0.055164772;75;212952.17783250037;11830.67654625002;46.553317659339186;2.311770977345091;13;0
compiled;squareroot-softwaremetrics;prog_clang-oslatest-O2;all.csv;134;41.773197148410844;22;30;19;36;37142.98481748523;0.030819529199672423;162;1205176.9050995114;66954.27250552841;28.657838209477802;-15.02136923;19;0
compiled;squareroot_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;volumecone-softwaremetrics;prog_clang-oslatest-O2;all.csv;104;34.08812109811862;19;24;15;30;21981.776537097543;0.03855658;118.5;570117.3878681035;31673.188214894635;36.871428374663196;-7.535975622;15;0
compiled;volumecone_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;volumecylinder-softwaremetrics;prog_clang-oslatest-O2;all.csv;103;33.54101966249684;18;24;15;30;20941.362619077066;0.039325983140361405;114.49999999999999;532507.0334372476;29583.72407984709;37.28008630545118;-6.853513848;15;0
compiled;volumecylinder_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;volumesphere-softwaremetrics;prog_clang-oslatest-O2;all.csv;98;32.32645975048923;12;26;15;34;20915.02302621579;0.041099256;111.5;508890.5516588655;28271.697314381414;37.172767324481285;-6.399882462;15;0
compiled;volumesphere_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;xorffhash-softwaremetrics;prog_clang-oslatest-O2;all.csv;466;109.49429208867465;87;48;46;54;233442.95949924228;0.008879872;667.5;26289000.61312508;1460500.0340625043;-5.231411088;-45.84661182;46;0
compiled;xorffhash_marked-softwaremetrics;prog_clang-oslatest-O2;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;addprime-softwaremetrics;prog_clang-oslatest-O3;all.csv;218;83.79140767405688;46;48;51;56;56161.55715768901;0.022832244829942634;207.5;2459747.5007817755;136652.63893232087;14.024043602309689;-22.15569261;51;0
compiled;addprime_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;adler32hash-softwaremetrics;prog_clang-oslatest-O3;all.csv;217;106.0801583709225;95;38;28;44;63537.336306027384;0.021558271;231;2947237.095060987;163735.39417005482;16.216871348484162;-23.96378712;28;0
compiled;adler32hash_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;anagram-softwaremetrics;prog_clang-oslatest-O3;all.csv;217;68.92024376045111;27;50;39;70;74859.89550047409;0.021047626;251.5;3556690.649190563;197593.92495503125;9.384120227916142;-25.84341078;39;0
compiled;anagram_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;77;24.779023386727733;11;18;13;27;13306.34642520927;0.051288059;83;259443.36068092272;14413.52003782904;45.04117101479561;0.3370630550678868;13;0
compiled;areacircle-softwaremetrics;prog_clang-oslatest-O3;all.csv;94;32.51153641401772;16;24;15;30;18445.339621880703;0.043353487590849955;102.5;425463.80111236346;23636.877839575747;39.42127601001191;-4.609351496;15;0
compiled;areacircle_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;areasquare-softwaremetrics;prog_clang-oslatest-O3;all.csv;93;33.12099032335839;14;26;15;34;17488.10336552742;0.044369389;98.5;394147.9394437735;21897.107746876303;38.951652381439374;-3.844815986;15;0
compiled;areasquare_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;areatriangle-softwaremetrics;prog_clang-oslatest-O3;all.csv;96;32.51153641401772;16;24;15;30;18815.480216299715;0.042500632;104.5;442710.59717987065;24595.03317665948;38.976896124280046;-5.00671556;15;0
compiled;areatriangle_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;armstrongnumber-softwaremetrics;prog_clang-oslatest-O3;all.csv;161;59.824744044584094;37;37;29;47;39377.69133;0.028344624;166.5;1389247.2715917872;77180.40397732152;22.850284717410247;-16.44272627;29;0
compiled;armstrongnumber_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;automorphic-softwaremetrics;prog_clang-oslatest-O3;all.csv;158;51.97114584074513;26;36;27;48;39332.63676;0.028940082347757447;163.5;1359105.9033016872;75505.88352;22.93094895816455;-16.22337617;27;0
compiled;automorphic_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;72;24.779023386727733;11;18;13;27;11332.956402155107;0.056177687;73;201734.12339547038;11207.451299748354;46.96356354207249;2.852941114106187;13;0
compiled;averagesum-softwaremetrics;prog_clang-oslatest-O3;all.csv;122;42.34383071948026;28;28;15;38;25715.76039877397;0.036263465633161386;124.5;709136.8668100494;39396.4926;31.62959056964918;-9.718038289;15;0
compiled;averagesum_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;binary2decimal-softwaremetrics;prog_clang-oslatest-O3;all.csv;175;58.154965394194846;42;33;23;41;46087.35603543076;0.026222441416473855;184.99999999999997;1757553.9707937748;97641.88726632082;22.06133884460192;-18.79433611;23;0
compiled;binary2decimal_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;binary2octal-softwaremetrics;prog_clang-oslatest-O3;all.csv;217;75.69676347110224;56;37;35;45;59178.13368748589;0.021668382274893084;225;2731082.226;151726.79030859668;16.356464448525955;-23.20208508;35;0
compiled;binary2octal_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;bkdrhash-softwaremetrics;prog_clang-oslatest-O3;all.csv;163;71.34423592694787;49;40;33;46;43948.303836222774;0.027207365933032003;180.5;1615309.028606326;89739.39047812922;22.309246338382636;-17.95036845;33;0
compiled;bkdrhash_file-softwaremetrics;prog_clang-oslatest-O3;all.csv;225;85.12343978012167;53;54;39;72;79619.04404219867;0.021141098420925188;250.99999999999997;3766078.869553569;209226.60386408714;8.017128816398525;-26.41544931;39;0
compiled;bkdrhash_file_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;bkdrhash_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;bogosort-softwaremetrics;prog_clang-oslatest-O3;all.csv;241;78.03204469959762;28;52;51;65;77540.29565;0.019752929019284774;260;3925508.7471836125;218083.81928797846;8.651813952345847;-26.83006518;51;0
compiled;bogosort_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;80;25.729360660537214;13;18;13;31;12595.870565135325;0.05235643;78;240579.24988109618;13365.513882283121;43.787322125535454;1.091951644171587;13;0
compiled;bphash-softwaremetrics;prog_clang-oslatest-O3;all.csv;161;71.34423592694787;49;40;33;46;41407.22627229001;0.028260195142928768;170.5;1465213.7419033668;81400.76343907593;22.818953687699405;-16.97511689;33;0
compiled;bphash_file-softwaremetrics;prog_clang-oslatest-O3;all.csv;223;85.12343978012167;53;54;39;72;76173.40940763519;0.021565928854016453;243;3532118.181566226;196228.78786479033;8.391825143423603;-25.774083;39;0
compiled;bphash_file_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;bphash_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;bubblesort-softwaremetrics;prog_clang-oslatest-O3;all.csv;229;93.64827814754524;24;63;65;73;87249.20820580256;0.019913615386942078;274;4381384.621047484;243410.2567248602;7.025779964325821;-27.92875356;65;0
compiled;bubblesort_file-softwaremetrics;prog_clang-oslatest-O3;all.csv;309;121.79490958164057;32;87;79;112;144477.51887437332;0.015772123;364;9160308.661487542;508906.0367493079;-9.420700503;-35.30390433;79;0
compiled;bubblesort_file_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;bubblesort_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;73;24.779023386727733;11;18;13;27;11747.458416129952;0.055164772;75;212952.17783250037;11830.67654625002;46.553317659339186;2.311770977345091;13;0
compiled;bucketsort-softwaremetrics;prog_clang-oslatest-O3;all.csv;979;335.12236571139204;105;221;229;288;719427.8559108756;0.00529412;1212;135891866.31406298;7549548.128559055;-76.93011257;-62.27370027;229;0
compiled;bucketsort_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;86;26.795522013948524;15;18;13;35;13022.849228360252;0.050639825;79;257166.1559343749;14287.008663020828;41.52237802255404;0.4252232388197541;13;0
compiled;celcius2fahrenheit-softwaremetrics;prog_clang-oslatest-O3;all.csv;87;31.575306807693888;14;24;15;30;17488.10336552742;0.044369389;101.5;394147.9394437735;21897.107746876303;40.95205264831786;-3.844815986;15;0
compiled;celcius2fahrenheit_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;celcius2kelvin-softwaremetrics;prog_clang-oslatest-O3;all.csv;86;30.740852297878796;12;24;15;30;16583.546294896692;0.046943152;94.5;353268.6996838706;19626.038871326145;41.41550906284783;-2.749842353;15;0
compiled;celcius2kelvin_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;changingbase-softwaremetrics;prog_clang-oslatest-O3;all.csv;206;64.75337829;41;44;24;63;61888.33916347528;0.02271038;220.5;2725112.442584262;151395.13569912568;12.826353358411296;-23.18020249;24;0
compiled;changingbase_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;circumferencecircle-softwaremetrics;prog_clang-oslatest-O3;all.csv;89;30.740852297878796;12;24;15;30;17323.13433655415;0.04547594;97.5;380929.6627594553;21162.759042191963;40.63314052363904;-3.503700249;15;0
compiled;circumferencecircle_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;countingsort-softwaremetrics;prog_clang-oslatest-O3;all.csv;352;113.81124724736128;55;62;78;76;173487.8078223487;0.013515746842032775;431.5;12835976.424389437;713109.8013549687;-4.202910585;-38.67762445;78;0
compiled;countingsort_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;76;24.779023386727733;11;18;13;27;13032.553288888092;0.052365539370593135;81;248876.52157378083;13826.473420765602;45.36105073846592;0.7528784484493656;13;0
compiled;crc32hash-softwaremetrics;prog_clang-oslatest-O3;all.csv;187;77.17512552629896;66;32;24;38;50023.04572665013;0.024603802096770364;197.5;2033142.9073401808;112952.38374112116;21.25079712463068;-20.25093384;24;0
compiled;crc32hash_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
compiled;cryptxor-softwaremetrics;prog_clang-oslatest-O3;all.csv;144;47.54997371187496;24;34;23;45;37715.52438862774;0.031952981;151;1180344.4704381584;65574.69280211991;25.34232375077619;-14.81316878;23;0
compiled;cryptxor_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;71;24.779023386727733;11;18;13;27;10925.385859985858;0.057235125;71;190886.03060864072;10604.779478257818;47.380595432604665;3.405681694506427;13;0
compiled;decimal2hex-softwaremetrics;prog_clang-oslatest-O3;all.csv;209;75.16648189186454;45;40;45;52;67517.38742;0.020728115967931785;251;3257285.2989272117;180960.2943848451;14.669454855911624;-24.96404676;45;0
compiled;decimal2hex_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;73;24.779023386727733;11;18;13;27;11747.458416129952;0.055164772;75;212952.17783250037;11830.67654625002;46.553317659339186;2.311770977345091;13;0
compiled;dekhash-softwaremetrics;prog_clang-oslatest-O3;all.csv;162;68.65857557508748;45;40;33;46;40765.37198;0.027769691;172.5;1467980.7472089522;81554.48596;22.799880343832797;-16.99398373;33;0
compiled;dekhash_file-softwaremetrics;prog_clang-oslatest-O3;all.csv;223;82.69220036;49;54;39;72;75402.62974285253;0.021429583304856902;244.00000000000003;3518623.235467342;195479.06863707455;8.444710663153217;-25.73580345;39;0
compiled;dekhash_file_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;80;24.779023386727733;11;18;13;27;14843.053724510668;0.049106908;89.00000000000001;302259.9936984602;16792.22187213668;43.85367470317307;-1.190428323;13;0
compiled;dekhash_marked-softwaremetrics;prog_clang-oslatest-O3;all.csv;70;24.779023386727733;11;18;13;27;10524.74678962221;0.05834025;69;180402.84096707424;10022.380053726347;47.80465715740655;3.970523653588259;13;0
